"","genus","family","order","richness"
"Nepenthes","Nepenthes","Nepenthaceae","Caryophyllales",2
"Grielum","Grielum","Neuradaceae","Malvales",4
"Neuradopsis","Neuradopsis","Neuradaceae","Malvales",1
"Nitraria","Nitraria","Nitrariaceae","Sapindales",7
"Peganum","Peganum","Nitrariaceae","Sapindales",4
"Tetradiclis","Tetradiclis","Nitrariaceae","Sapindales",1
"Nothofagus","Nothofagus","Nothofagaceae","Fagales",38
"Abronia","Abronia","Nyctaginaceae","Caryophyllales",26
"Acleisanthes","Acleisanthes","Nyctaginaceae","Caryophyllales",17
"Allionia","Allionia","Nyctaginaceae","Caryophyllales",3
"Andradea","Andradea","Nyctaginaceae","Caryophyllales",1
"Anulocaulis","Anulocaulis","Nyctaginaceae","Caryophyllales",4
"Belemia","Belemia","Nyctaginaceae","Caryophyllales",1
"Boerhavia","Boerhavia","Nyctaginaceae","Caryophyllales",104
"Bougainvillea","Bougainvillea","Nyctaginaceae","Caryophyllales",18
"Caribea","Caribea","Nyctaginaceae","Caryophyllales",1
"Cephalotomandra","Cephalotomandra","Nyctaginaceae","Caryophyllales",2
"Colignonia","Colignonia","Nyctaginaceae","Caryophyllales",6
"Cryptocarpus","Cryptocarpus","Nyctaginaceae","Caryophyllales",1
"Cuscatlania","Cuscatlania","Nyctaginaceae","Caryophyllales",1
"Cyphomeris","Cyphomeris","Nyctaginaceae","Caryophyllales",2
"Grajalesia","Grajalesia","Nyctaginaceae","Caryophyllales",1
"Guapira","Guapira","Nyctaginaceae","Caryophyllales",69
"Hesperonia","Hesperonia","Nyctaginaceae","Caryophyllales",1
"Leucaster","Leucaster","Nyctaginaceae","Caryophyllales",1
"Mirabilis","Mirabilis","Nyctaginaceae","Caryophyllales",50
"Neea","Neea","Nyctaginaceae","Caryophyllales",49
"Neeopsis","Neeopsis","Nyctaginaceae","Caryophyllales",1
"Nyctaginia","Nyctaginia","Nyctaginaceae","Caryophyllales",1
"Okenia","Okenia","Nyctaginaceae","Caryophyllales",1
"Oxybaphus","Oxybaphus","Nyctaginaceae","Caryophyllales",7
"Phaeoptilum","Phaeoptilum","Nyctaginaceae","Caryophyllales",1
"Pisonia","Pisonia","Nyctaginaceae","Caryophyllales",11
"Pisoniella","Pisoniella","Nyctaginaceae","Caryophyllales",2
"Quamoclidion","Quamoclidion","Nyctaginaceae","Caryophyllales",1
"Reichenbachia","Reichenbachia","Nyctaginaceae","Caryophyllales",1
"Salpianthus","Salpianthus","Nyctaginaceae","Caryophyllales",4
"Torrubia","Torrubia","Nyctaginaceae","Caryophyllales",2
"Tripterocalyx","Tripterocalyx","Nyctaginaceae","Caryophyllales",1
"Barclaya","Barclaya","Nymphaeaceae","Nymphaeales",2
"Castalia","Castalia","Nymphaeaceae","Nymphaeales",1
"Euryale","Euryale","Nymphaeaceae","Nymphaeales",1
"Nuphar","Nuphar","Nymphaeaceae","Nymphaeales",12
"Nymphaea","Nymphaea","Nymphaeaceae","Nymphaeales",36
"Nymphozanthus","Nymphozanthus","Nymphaeaceae","Nymphaeales",1
"Ropalon","Ropalon","Nymphaeaceae","Nymphaeales",1
"Victoria","Victoria","Nymphaeaceae","Nymphaeales",2
"Adenarake","Adenarake","Ochnaceae","Malpighiales",2
"Blastemanthus","Blastemanthus","Ochnaceae","Malpighiales",2
"Brackenridgea","Brackenridgea","Ochnaceae","Malpighiales",10
"Camptouratea","Camptouratea","Ochnaceae","Malpighiales",1
"Campylospermum","Campylospermum","Ochnaceae","Malpighiales",13
"Cespedesia","Cespedesia","Ochnaceae","Malpighiales",2
"Cespedezia","Cespedezia","Ochnaceae","Malpighiales",1
"Discladium","Discladium","Ochnaceae","Malpighiales",1
"Elvasia","Elvasia","Ochnaceae","Malpighiales",14
"Euthemis","Euthemis","Ochnaceae","Malpighiales",2
"Fleurydora","Fleurydora","Ochnaceae","Malpighiales",1
"Froesia","Froesia","Ochnaceae","Malpighiales",5
"Godoya","Godoya","Ochnaceae","Malpighiales",2
"Gomphia","Gomphia","Ochnaceae","Malpighiales",30
"Hilairella","Hilairella","Ochnaceae","Malpighiales",1
"Idertia","Idertia","Ochnaceae","Malpighiales",1
"Indosinia","Indosinia","Ochnaceae","Malpighiales",1
"Krukoviella","Krukoviella","Ochnaceae","Malpighiales",1
"Lacunaria","Lacunaria","Ochnaceae","Malpighiales",8
"Lavradia","Lavradia","Ochnaceae","Malpighiales",1
"Lophira","Lophira","Ochnaceae","Malpighiales",2
"Luxemburgia","Luxemburgia","Ochnaceae","Malpighiales",13
"Ochna","Ochna","Ochnaceae","Malpighiales",29
"Ouratea","Ouratea","Ochnaceae","Malpighiales",152
"Periblepharis","Periblepharis","Ochnaceae","Malpighiales",1
"Perissocarpa","Perissocarpa","Ochnaceae","Malpighiales",2
"Philacra","Philacra","Ochnaceae","Malpighiales",4
"Poecilandra","Poecilandra","Ochnaceae","Malpighiales",2
"Polyouratea","Polyouratea","Ochnaceae","Malpighiales",4
"Quiina","Quiina","Ochnaceae","Malpighiales",47
"Rhabdophyllum","Rhabdophyllum","Ochnaceae","Malpighiales",5
"Rhytidanthera","Rhytidanthera","Ochnaceae","Malpighiales",2
"Sauvagesia","Sauvagesia","Ochnaceae","Malpighiales",37
"Schuurmansiella","Schuurmansiella","Ochnaceae","Malpighiales",1
"Touroulia","Touroulia","Ochnaceae","Malpighiales",2
"Trichouratea","Trichouratea","Ochnaceae","Malpighiales",2
"Tyleria","Tyleria","Ochnaceae","Malpighiales",14
"Wallacea","Wallacea","Ochnaceae","Malpighiales",2
"Anacolosa","Anacolosa","Olacaceae","Santalales",15
"Aptandra","Aptandra","Olacaceae","Santalales",4
"Brachynema","Brachynema","Olacaceae","Santalales",2
"Cathedra","Cathedra","Olacaceae","Santalales",5
"Chaunochiton","Chaunochiton","Olacaceae","Santalales",3
"Coula","Coula","Olacaceae","Santalales",1
"Curupira","Curupira","Olacaceae","Santalales",1
"Diogoa","Diogoa","Olacaceae","Santalales",2
"Douradoa","Douradoa","Olacaceae","Santalales",1
"Dulacia","Dulacia","Olacaceae","Santalales",13
"Engomegoma","Engomegoma","Olacaceae","Santalales",1
"Erythropalum","Erythropalum","Olacaceae","Santalales",1
"Heisteria","Heisteria","Olacaceae","Santalales",30
"Lavallea","Lavallea","Olacaceae","Santalales",1
"Malania","Malania","Olacaceae","Santalales",1
"Minquartia","Minquartia","Olacaceae","Santalales",1
"Olax","Olax","Olacaceae","Santalales",13
"Ongokea","Ongokea","Olacaceae","Santalales",1
"Phanerodiscus","Phanerodiscus","Olacaceae","Santalales",1
"Scorodocarpus","Scorodocarpus","Olacaceae","Santalales",1
"Strombosia","Strombosia","Olacaceae","Santalales",5
"Strombosiopsis","Strombosiopsis","Olacaceae","Santalales",1
"Tetrastylidium","Tetrastylidium","Olacaceae","Santalales",2
"Ximenia","Ximenia","Olacaceae","Santalales",6
"Ximeniopsis","Ximeniopsis","Olacaceae","Santalales",1
"Abeliophyllum","Abeliophyllum","Oleaceae","Lamiales",1
"Chionanthus","Chionanthus","Oleaceae","Lamiales",146
"Comoranthus","Comoranthus","Oleaceae","Lamiales",3
"Dimetra","Dimetra","Oleaceae","Lamiales",1
"Fontanesia","Fontanesia","Oleaceae","Lamiales",2
"Forestiera","Forestiera","Oleaceae","Lamiales",23
"Forsythia","Forsythia","Oleaceae","Lamiales",13
"Fraxinus","Fraxinus","Oleaceae","Lamiales",63
"Haenianthus","Haenianthus","Oleaceae","Lamiales",3
"Hesperelaea","Hesperelaea","Oleaceae","Lamiales",1
"Jasminum","Jasminum","Oleaceae","Lamiales",197
"Ligustrum","Ligustrum","Oleaceae","Lamiales",43
"Menodora","Menodora","Oleaceae","Lamiales",24
"Myxopyrum","Myxopyrum","Oleaceae","Lamiales",4
"Nestegis","Nestegis","Oleaceae","Lamiales",5
"Noronhia","Noronhia","Oleaceae","Lamiales",44
"Notelaea","Notelaea","Oleaceae","Lamiales",12
"Nyctanthes","Nyctanthes","Oleaceae","Lamiales",2
"Olea","Olea","Oleaceae","Lamiales",34
"Osmanthus","Osmanthus","Oleaceae","Lamiales",35
"Phillyrea","Phillyrea","Oleaceae","Lamiales",2
"Picconia","Picconia","Oleaceae","Lamiales",2
"Priogymnanthus","Priogymnanthus","Oleaceae","Lamiales",2
"Schrebera","Schrebera","Oleaceae","Lamiales",8
"Syringa","Syringa","Oleaceae","Lamiales",19
"Boisduvalia","Boisduvalia","Onagraceae","Myrtales",6
"Brebissonia","Brebissonia","Onagraceae","Myrtales",1
"Calylophus","Calylophus","Onagraceae","Myrtales",6
"Camissonia","Camissonia","Onagraceae","Myrtales",23
"Camissoniopsis","Camissoniopsis","Onagraceae","Myrtales",14
"Chamerion","Chamerion","Onagraceae","Myrtales",1
"Chylismia","Chylismia","Onagraceae","Myrtales",16
"Chylismiella","Chylismiella","Onagraceae","Myrtales",1
"Circaea","Circaea","Onagraceae","Myrtales",15
"Clarkia","Clarkia","Onagraceae","Myrtales",42
"Epilobium","Epilobium","Onagraceae","Myrtales",221
"Eremothera","Eremothera","Onagraceae","Myrtales",7
"Eulobus","Eulobus","Onagraceae","Myrtales",4
"Fuchsia","Fuchsia","Onagraceae","Myrtales",114
"Gaura","Gaura","Onagraceae","Myrtales",21
"Gayophytum","Gayophytum","Onagraceae","Myrtales",9
"Gongylocarpus","Gongylocarpus","Onagraceae","Myrtales",2
"Hartmannia","Hartmannia","Onagraceae","Myrtales",2
"Hauya","Hauya","Onagraceae","Myrtales",2
"Isnardia","Isnardia","Onagraceae","Myrtales",2
"Jehlia","Jehlia","Onagraceae","Myrtales",1
"Kneiffia","Kneiffia","Onagraceae","Myrtales",6
"Lavauxia","Lavauxia","Onagraceae","Myrtales",4
"Lopezia","Lopezia","Onagraceae","Myrtales",16
"Ludwigia","Ludwigia","Onagraceae","Myrtales",74
"Ludwigiantha","Ludwigiantha","Onagraceae","Myrtales",1
"Megacorax","Megacorax","Onagraceae","Myrtales",1
"Megapterium","Megapterium","Onagraceae","Myrtales",3
"Neoholmgrenia","Neoholmgrenia","Onagraceae","Myrtales",1
"Oenothera","Oenothera","Onagraceae","Myrtales",79
"Onagra","Onagra","Onagraceae","Myrtales",3
"Pachylophis","Pachylophis","Onagraceae","Myrtales",2
"Pachylophus","Pachylophus","Onagraceae","Myrtales",1
"Pelozia","Pelozia","Onagraceae","Myrtales",1
"Peniophyllum","Peniophyllum","Onagraceae","Myrtales",1
"Pseudolopezia","Pseudolopezia","Onagraceae","Myrtales",2
"Raimannia","Raimannia","Onagraceae","Myrtales",1
"Sphaerostigma","Sphaerostigma","Onagraceae","Myrtales",8
"Stenosiphon","Stenosiphon","Onagraceae","Myrtales",1
"Taraxia","Taraxia","Onagraceae","Myrtales",1
"Tetrapteron","Tetrapteron","Onagraceae","Myrtales",2
"Xylonagra","Xylonagra","Onagraceae","Myrtales",1
"Zauschneria","Zauschneria","Onagraceae","Myrtales",1
"Oncotheca","Oncotheca","Oncothecaceae",NA,1
"Agonandra","Agonandra","Opiliaceae","Santalales",10
"Cansjera","Cansjera","Opiliaceae","Santalales",3
"Champereia","Champereia","Opiliaceae","Santalales",1
"Gjellerupia","Gjellerupia","Opiliaceae","Santalales",1
"Lepionurus","Lepionurus","Opiliaceae","Santalales",1
"Melientha","Melientha","Opiliaceae","Santalales",1
"Opilia","Opilia","Opiliaceae","Santalales",2
"Pentarhopalopilia","Pentarhopalopilia","Opiliaceae","Santalales",4
"Rhopalopilia","Rhopalopilia","Opiliaceae","Santalales",3
"Urobotrya","Urobotrya","Opiliaceae","Santalales",7
"Aa","Aa","Orchidaceae","Asparagales",27
"Abdominea","Abdominea","Orchidaceae","Asparagales",1
"Acampe","Acampe","Orchidaceae","Asparagales",7
"Acanthephippium","Acanthephippium","Orchidaceae","Asparagales",13
"Aceras","Aceras","Orchidaceae","Asparagales",1
"Acianthera","Acianthera","Orchidaceae","Asparagales",201
"Acianthus","Acianthus","Orchidaceae","Asparagales",21
"Acineta","Acineta","Orchidaceae","Asparagales",17
"Acostaea","Acostaea","Orchidaceae","Asparagales",6
"Acriopsis","Acriopsis","Orchidaceae","Asparagales",8
"Acrochaene","Acrochaene","Orchidaceae","Asparagales",1
"Acrolophia","Acrolophia","Orchidaceae","Asparagales",7
"Acrorchis","Acrorchis","Orchidaceae","Asparagales",1
"Ada","Ada","Orchidaceae","Asparagales",17
"Adamantinia","Adamantinia","Orchidaceae","Asparagales",1
"Adenochilus","Adenochilus","Orchidaceae","Asparagales",2
"Adenoncos","Adenoncos","Orchidaceae","Asparagales",18
"Adrorhizon","Adrorhizon","Orchidaceae","Asparagales",1
"Aenhenrya","Aenhenrya","Orchidaceae","Asparagales",1
"Aerangis","Aerangis","Orchidaceae","Asparagales",53
"Aeranthes","Aeranthes","Orchidaceae","Asparagales",45
"Aerides","Aerides","Orchidaceae","Asparagales",27
"Aganisia","Aganisia","Orchidaceae","Asparagales",3
"Aglossorrhyncha","Aglossorrhyncha","Orchidaceae","Asparagales",13
"Agrostophyllum","Agrostophyllum","Orchidaceae","Asparagales",90
"Alamania","Alamania","Orchidaceae","Asparagales",1
"Alatiliparis","Alatiliparis","Orchidaceae","Asparagales",5
"Alismorchis","Alismorchis","Orchidaceae","Asparagales",2
"Altensteinia","Altensteinia","Orchidaceae","Asparagales",7
"Amalia","Amalia","Orchidaceae","Asparagales",1
"Ambrella","Ambrella","Orchidaceae","Asparagales",1
"Amesia","Amesia","Orchidaceae","Asparagales",1
"Amesiella","Amesiella","Orchidaceae","Asparagales",3
"Amitostigma","Amitostigma","Orchidaceae","Asparagales",28
"Amparoa","Amparoa","Orchidaceae","Asparagales",1
"Anacampt-orchis","Anacampt-orchis","Orchidaceae","Asparagales",2
"Anacamptiplatanthera","Anacamptiplatanthera","Orchidaceae","Asparagales",1
"Anacamptis","Anacamptis","Orchidaceae","Asparagales",34
"Anacamptorchis","Anacamptorchis","Orchidaceae","Asparagales",1
"Anathallis","Anathallis","Orchidaceae","Asparagales",147
"Ancistrochilus","Ancistrochilus","Orchidaceae","Asparagales",2
"Ancistrorhynchus","Ancistrorhynchus","Orchidaceae","Asparagales",18
"Andinia","Andinia","Orchidaceae","Asparagales",13
"Androcorys","Androcorys","Orchidaceae","Asparagales",6
"Angraecopsis","Angraecopsis","Orchidaceae","Asparagales",22
"Angraecum","Angraecum","Orchidaceae","Asparagales",222
"Anguloa","Anguloa","Orchidaceae","Asparagales",13
"Anoectochilus","Anoectochilus","Orchidaceae","Asparagales",46
"Ansellia","Ansellia","Orchidaceae","Asparagales",1
"Anthogonium","Anthogonium","Orchidaceae","Asparagales",1
"Aphyllorchis","Aphyllorchis","Orchidaceae","Asparagales",22
"Aplectrum","Aplectrum","Orchidaceae","Asparagales",1
"Aporostylis","Aporostylis","Orchidaceae","Asparagales",1
"Apostasia","Apostasia","Orchidaceae","Asparagales",7
"Appendicula","Appendicula","Orchidaceae","Asparagales",136
"Aracamunia","Aracamunia","Orchidaceae","Asparagales",1
"Arachnis","Arachnis","Orchidaceae","Asparagales",13
"Archivea","Archivea","Orchidaceae","Asparagales",1
"Arethusa","Arethusa","Orchidaceae","Asparagales",1
"Armodorum","Armodorum","Orchidaceae","Asparagales",4
"Arnottia","Arnottia","Orchidaceae","Asparagales",4
"Arpophyllum","Arpophyllum","Orchidaceae","Asparagales",4
"Arthrochilus","Arthrochilus","Orchidaceae","Asparagales",14
"Artorima","Artorima","Orchidaceae","Asparagales",1
"Arundina","Arundina","Orchidaceae","Asparagales",2
"Asarca","Asarca","Orchidaceae","Asparagales",1
"Ascidieria","Ascidieria","Orchidaceae","Asparagales",5
"Ascocentropsis","Ascocentropsis","Orchidaceae","Asparagales",1
"Ascocentrum","Ascocentrum","Orchidaceae","Asparagales",13
"Ascochilopsis","Ascochilopsis","Orchidaceae","Asparagales",2
"Ascochilus","Ascochilus","Orchidaceae","Asparagales",6
"Ascoglossum","Ascoglossum","Orchidaceae","Asparagales",1
"Aspasia","Aspasia","Orchidaceae","Asparagales",7
"Aspidogyne","Aspidogyne","Orchidaceae","Asparagales",45
"Aulosepalum","Aulosepalum","Orchidaceae","Asparagales",6
"Auxopus","Auxopus","Orchidaceae","Asparagales",3
"Barbosella","Barbosella","Orchidaceae","Asparagales",19
"Barkeria","Barkeria","Orchidaceae","Asparagales",15
"Bartholina","Bartholina","Orchidaceae","Asparagales",2
"Basiphyllaea","Basiphyllaea","Orchidaceae","Asparagales",7
"Baskervilla","Baskervilla","Orchidaceae","Asparagales",10
"Batemannia","Batemannia","Orchidaceae","Asparagales",5
"Beadlea","Beadlea","Orchidaceae","Asparagales",1
"Beclardia","Beclardia","Orchidaceae","Asparagales",2
"Beloglottis","Beloglottis","Orchidaceae","Asparagales",7
"Bensteinia","Bensteinia","Orchidaceae","Asparagales",1
"Benthamia","Benthamia","Orchidaceae","Asparagales",31
"Benzingia","Benzingia","Orchidaceae","Asparagales",9
"Bhutanthera","Bhutanthera","Orchidaceae","Asparagales",5
"Biermannia","Biermannia","Orchidaceae","Asparagales",11
"Bifrenaria","Bifrenaria","Orchidaceae","Asparagales",21
"Binotia","Binotia","Orchidaceae","Asparagales",2
"Bipinnula","Bipinnula","Orchidaceae","Asparagales",10
"Blephariglottis","Blephariglottis","Orchidaceae","Asparagales",1
"Bletia","Bletia","Orchidaceae","Asparagales",39
"Bletilla","Bletilla","Orchidaceae","Asparagales",5
"Bogoria","Bogoria","Orchidaceae","Asparagales",4
"Bolusiella","Bolusiella","Orchidaceae","Asparagales",6
"Bonatea","Bonatea","Orchidaceae","Asparagales",13
"Brachionidium","Brachionidium","Orchidaceae","Asparagales",73
"Brachtia","Brachtia","Orchidaceae","Asparagales",7
"Brachycorythis","Brachycorythis","Orchidaceae","Asparagales",36
"Brachypeza","Brachypeza","Orchidaceae","Asparagales",7
"Brachystele","Brachystele","Orchidaceae","Asparagales",22
"Bracisepalum","Bracisepalum","Orchidaceae","Asparagales",2
"Braemia","Braemia","Orchidaceae","Asparagales",1
"Brasiliorchis","Brasiliorchis","Orchidaceae","Asparagales",12
"Brassavola","Brassavola","Orchidaceae","Asparagales",21
"Brassia","Brassia","Orchidaceae","Asparagales",34
"Brassocattleya","Brassocattleya","Orchidaceae","Asparagales",5
"Bromheadia","Bromheadia","Orchidaceae","Asparagales",29
"Broughtonia","Broughtonia","Orchidaceae","Asparagales",7
"Brownleea","Brownleea","Orchidaceae","Asparagales",7
"Bryobium","Bryobium","Orchidaceae","Asparagales",8
"Buchtienia","Buchtienia","Orchidaceae","Asparagales",3
"Bulbophyllum","Bulbophyllum","Orchidaceae","Asparagales",1955
"Bulleyia","Bulleyia","Orchidaceae","Asparagales",1
"Burnettia","Burnettia","Orchidaceae","Asparagales",1
"Cadetia","Cadetia","Orchidaceae","Asparagales",61
"Caladenia","Caladenia","Orchidaceae","Asparagales",278
"Calanthe","Calanthe","Orchidaceae","Asparagales",194
"Calassodia","Calassodia","Orchidaceae","Asparagales",1
"Caleana","Caleana","Orchidaceae","Asparagales",1
"Callista","Callista","Orchidaceae","Asparagales",4
"Callostylis","Callostylis","Orchidaceae","Asparagales",3
"Calochilus","Calochilus","Orchidaceae","Asparagales",27
"Calonema","Calonema","Orchidaceae","Asparagales",1
"Calopogon","Calopogon","Orchidaceae","Asparagales",5
"Caluera","Caluera","Orchidaceae","Asparagales",3
"Calymmanthera","Calymmanthera","Orchidaceae","Asparagales",5
"Calypso","Calypso","Orchidaceae","Asparagales",1
"Calyptrochilum","Calyptrochilum","Orchidaceae","Asparagales",2
"Camaridium","Camaridium","Orchidaceae","Asparagales",81
"Campanulorchis","Campanulorchis","Orchidaceae","Asparagales",3
"Campylocentrum","Campylocentrum","Orchidaceae","Asparagales",64
"Capanemia","Capanemia","Orchidaceae","Asparagales",18
"Cardiochilos","Cardiochilos","Orchidaceae","Asparagales",1
"Catasetum","Catasetum","Orchidaceae","Asparagales",187
"Cattleya","Cattleya","Orchidaceae","Asparagales",151
"Catyclia","Catyclia","Orchidaceae","Asparagales",1
"Caucaea","Caucaea","Orchidaceae","Asparagales",9
"Caularthron","Caularthron","Orchidaceae","Asparagales",4
"Centroglossa","Centroglossa","Orchidaceae","Asparagales",5
"Centrostigma","Centrostigma","Orchidaceae","Asparagales",3
"Cephalanthera","Cephalanthera","Orchidaceae","Asparagales",23
"Cephalantheropsis","Cephalantheropsis","Orchidaceae","Asparagales",4
"Cephalopactis","Cephalopactis","Orchidaceae","Asparagales",2
"Cephalorchis","Cephalorchis","Orchidaceae","Asparagales",1
"Ceratandra","Ceratandra","Orchidaceae","Asparagales",6
"Ceratocentron","Ceratocentron","Orchidaceae","Asparagales",1
"Ceratochilus","Ceratochilus","Orchidaceae","Asparagales",1
"Ceratostylis","Ceratostylis","Orchidaceae","Asparagales",145
"Chamaeangis","Chamaeangis","Orchidaceae","Asparagales",11
"Chamaeanthus","Chamaeanthus","Orchidaceae","Asparagales",2
"Chamaegastrodia","Chamaegastrodia","Orchidaceae","Asparagales",3
"Chamaeleorchis","Chamaeleorchis","Orchidaceae","Asparagales",1
"Chamelophyton","Chamelophyton","Orchidaceae","Asparagales",1
"Chamorchis","Chamorchis","Orchidaceae","Asparagales",1
"Changnienia","Changnienia","Orchidaceae","Asparagales",1
"Chaseella","Chaseella","Orchidaceae","Asparagales",1
"Chaubardia","Chaubardia","Orchidaceae","Asparagales",5
"Chaubardiella","Chaubardiella","Orchidaceae","Asparagales",8
"Chauliodon","Chauliodon","Orchidaceae","Asparagales",1
"Cheiradenia","Cheiradenia","Orchidaceae","Asparagales",1
"Cheirostylis","Cheirostylis","Orchidaceae","Asparagales",54
"Chelonistele","Chelonistele","Orchidaceae","Asparagales",13
"Chelyorchis","Chelyorchis","Orchidaceae","Asparagales",2
"Chiloglottis","Chiloglottis","Orchidaceae","Asparagales",24
"Chilopogon","Chilopogon","Orchidaceae","Asparagales",2
"Chiloschista","Chiloschista","Orchidaceae","Asparagales",20
"Chloraea","Chloraea","Orchidaceae","Asparagales",52
"Chondrorhyncha","Chondrorhyncha","Orchidaceae","Asparagales",27
"Chondroscaphe","Chondroscaphe","Orchidaceae","Asparagales",14
"Christensonella","Christensonella","Orchidaceae","Asparagales",16
"Christensonia","Christensonia","Orchidaceae","Asparagales",1
"Chroniochilus","Chroniochilus","Orchidaceae","Asparagales",4
"Chrysocycnis","Chrysocycnis","Orchidaceae","Asparagales",1
"Chrysoglossum","Chrysoglossum","Orchidaceae","Asparagales",4
"Chysis","Chysis","Orchidaceae","Asparagales",10
"Chytroglossa","Chytroglossa","Orchidaceae","Asparagales",3
